timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,thrust_x,thrust_y,thrust_z
1756645488548,0.000000,0.628923,0.000000,0.000000,1.985994,0.000000,0.000000,15.000000,0.000000
1756645488551,0.000000,0.635186,0.000000,0.000000,1.985994,0.000000,0.000000,15.000000,0.000000
1756645488565,0.000000,0.662503,0.000000,0.000000,2.072494,0.000000,0.000000,15.000000,0.000000
1756645488582,0.000000,0.697849,0.000000,0.000000,2.158993,0.000000,0.000000,15.000000,0.000000
1756645488598,0.000000,0.734504,0.000000,0.000000,2.245493,0.000000,0.000000,15.000000,0.000000
1756645488615,0.000000,0.772608,0.000000,0.000000,2.331993,0.000000,0.000000,15.000000,0.000000
1756645488618,0.000000,0.779687,0.000000,0.000000,2.331993,0.000000,0.000000,15.000000,0.000000
1756645488632,0.000000,0.812073,0.000000,0.000000,2.418493,0.000000,0.000000,15.000000,0.000000
1756645488636,0.000000,0.822297,0.000000,0.000000,2.418493,0.000000,0.000000,15.000000,0.000000
1756645488648,0.000000,0.853060,0.000000,0.000000,2.504993,0.000000,0.000000,15.000000,0.000000
1756645488652,0.000000,0.861817,0.000000,0.000000,2.504993,0.000000,0.000000,15.000000,0.000000
1756645488665,0.000000,0.895407,0.000000,0.000000,2.591493,0.000000,0.000000,15.000000,0.000000
1756645488682,0.000000,0.939362,0.000000,0.000000,2.677993,0.000000,0.000000,15.000000,0.000000
1756645488685,0.000000,0.949104,0.000000,0.000000,2.677993,0.000000,0.000000,15.000000,0.000000
1756645488698,0.000000,0.984639,0.000000,0.000000,2.764493,0.000000,0.000000,15.000000,0.000000
1756645488702,0.000000,0.994012,0.000000,0.000000,2.764493,0.000000,0.000000,15.000000,0.000000
1756645488715,0.000000,1.031552,0.000000,0.000000,2.850993,0.000000,0.000000,15.000000,0.000000
1756645488719,0.000000,1.041736,0.000000,0.000000,2.850993,0.000000,0.000000,15.000000,0.000000
1756645488732,0.000000,1.081217,0.000000,0.000000,2.937493,0.000000,0.000000,15.000000,0.000000
1756645488734,0.000000,1.087598,0.000000,0.000000,2.937493,0.000000,0.000000,15.000000,0.000000
1756645488749,0.000000,1.130021,0.000000,0.000000,3.023993,0.000000,0.000000,15.000000,0.000000
1756645488754,0.000000,1.147116,0.000000,0.000000,3.023993,0.000000,0.000000,15.000000,0.000000
1756645488765,0.000000,1.180296,0.000000,0.000000,3.110493,0.000000,0.000000,15.000000,0.000000
1756645488782,0.000000,1.232931,0.000000,0.000000,3.196993,0.000000,0.000000,15.000000,0.000000
1756645488785,0.000000,1.242126,0.000000,0.000000,3.196993,0.000000,0.000000,15.000000,0.000000
1756645488798,0.000000,1.286427,0.000000,0.000000,3.283493,0.000000,0.000000,15.000000,0.000000
1756645488815,0.000000,1.343233,0.000000,0.000000,3.369992,0.000000,0.000000,15.000000,0.000000
1756645488818,0.000000,1.353427,0.000000,0.000000,3.369992,0.000000,0.000000,15.000000,0.000000
1756645488832,0.000000,1.398818,0.000000,0.000000,3.456492,0.000000,0.000000,15.000000,0.000000
1756645488848,0.000000,1.457250,0.000000,0.000000,3.542992,0.000000,0.000000,15.000000,0.000000
1756645488865,0.000000,1.517070,0.000000,0.000000,3.629492,0.000000,0.000000,15.000000,0.000000
1756645488869,0.000000,1.530681,0.000000,0.000000,3.629492,0.000000,0.000000,15.000000,0.000000
1756645488882,0.000000,1.578031,0.000000,0.000000,3.715992,0.000000,0.000000,15.000000,0.000000
1756645488899,0.000000,1.642446,0.000000,0.000000,3.802492,0.000000,0.000000,15.000000,0.000000
1756645488915,0.000000,1.704542,0.000000,0.000000,3.888992,0.000000,0.000000,15.000000,0.000000
1756645488918,0.000000,1.715972,0.000000,0.000000,3.888992,0.000000,0.000000,15.000000,0.000000
1756645488932,0.000000,1.769863,0.000000,0.000000,3.975492,0.000000,0.000000,15.000000,0.000000
1756645488948,0.000000,1.837066,0.000000,0.000000,4.061992,0.000000,0.000000,15.000000,0.000000
1756645488965,0.000000,1.905333,0.000000,0.000000,4.148492,0.000000,0.000000,15.000000,0.000000
1756645488968,0.000000,1.919514,0.000000,0.000000,4.148492,0.000000,0.000000,15.000000,0.000000
1756645488982,0.000000,1.976352,0.000000,0.000000,4.234993,0.000000,0.000000,15.000000,0.000000
1756645488984,0.000000,1.986577,0.000000,0.000000,4.234993,0.000000,0.000000,15.000000,0.000000
1756645488998,0.000000,2.046280,0.000000,0.000000,4.321493,0.000000,0.000000,15.000000,0.000000
1756645489001,0.000000,2.057975,0.000000,0.000000,4.321493,0.000000,0.000000,15.000000,0.000000
1756645489015,0.000000,2.118961,0.000000,0.000000,4.407993,0.000000,0.000000,15.000000,0.000000
1756645489018,0.000000,2.132266,0.000000,0.000000,4.407993,0.000000,0.000000,15.000000,0.000000
1756645489032,0.000000,2.193076,0.000000,0.000000,4.494493,0.000000,0.000000,15.000000,0.000000
1756645489035,0.000000,2.206342,0.000000,0.000000,4.494493,0.000000,0.000000,15.000000,0.000000
1756645489048,0.000000,2.268589,0.000000,0.000000,4.580993,0.000000,0.000000,15.000000,0.000000
1756645489052,0.000000,2.284014,0.000000,0.000000,4.580993,0.000000,0.000000,15.000000,0.000000
1756645489065,0.000000,2.347433,0.000000,0.000000,4.667493,0.000000,0.000000,15.000000,0.000000
1756645489068,0.000000,2.362113,0.000000,0.000000,4.667493,0.000000,0.000000,15.000000,0.000000
1756645489082,0.000000,2.423047,0.000000,0.000000,4.503994,0.000000,0.000000,0.000000,0.000000
1756645489085,0.000000,2.437975,0.000000,0.000000,4.503994,0.000000,0.000000,0.000000,0.000000
1756645489098,0.000000,2.496189,0.000000,0.000000,4.340494,0.000000,0.000000,0.000000,0.000000
1756645489102,0.000000,2.513275,0.000000,0.000000,4.340494,0.000000,0.000000,0.000000,0.000000
1756645489115,0.000000,2.567339,0.000000,0.000000,4.176994,0.000000,0.000000,0.000000,0.000000
1756645489119,0.000000,2.582265,0.000000,0.000000,4.176994,0.000000,0.000000,0.000000,0.000000
1756645489132,0.000000,2.635739,0.000000,0.000000,4.013494,0.000000,0.000000,0.000000,0.000000
1756645489135,0.000000,2.649086,0.000000,0.000000,4.013494,0.000000,0.000000,0.000000,0.000000
1756645489148,0.000000,2.701387,0.000000,0.000000,3.849994,0.000000,0.000000,0.000000,0.000000
1756645489152,0.000000,2.715042,0.000000,0.000000,3.849994,0.000000,0.000000,0.000000,0.000000
1756645489165,0.000000,2.764055,0.000000,0.000000,3.686494,0.000000,0.000000,0.000000,0.000000
1756645489182,0.000000,2.824670,0.000000,0.000000,3.522994,0.000000,0.000000,0.000000,0.000000
1756645489198,0.000000,2.881942,0.000000,0.000000,3.359494,0.000000,0.000000,0.000000,0.000000
1756645489202,0.000000,2.894450,0.000000,0.000000,3.359494,0.000000,0.000000,0.000000,0.000000
1756645489215,0.000000,2.936600,0.000000,0.000000,3.195994,0.000000,0.000000,0.000000,0.000000
1756645489221,0.000000,2.957090,0.000000,0.000000,3.195994,0.000000,0.000000,0.000000,0.000000
1756645489232,0.000000,2.988831,0.000000,0.000000,3.032494,0.000000,0.000000,0.000000,0.000000
1756645489235,0.000000,2.999413,0.000000,0.000000,3.032494,0.000000,0.000000,0.000000,0.000000
1756645489248,0.000000,3.038100,0.000000,0.000000,2.868994,0.000000,0.000000,0.000000,0.000000
1756645489252,0.000000,3.048335,0.000000,0.000000,2.868994,0.000000,0.000000,0.000000,0.000000
1756645489267,0.000000,3.089203,0.000000,0.000000,2.705493,0.000000,0.000000,0.000000,0.000000
1756645489268,0.000000,3.093680,0.000000,0.000000,2.705493,0.000000,0.000000,0.000000,0.000000
1756645489282,0.000000,3.128383,0.000000,0.000000,2.541993,0.000000,0.000000,0.000000,0.000000
1756645489285,0.000000,3.136104,0.000000,0.000000,2.541993,0.000000,0.000000,0.000000,0.000000
1756645489298,0.000000,3.169542,0.000000,0.000000,2.378493,0.000000,0.000000,0.000000,0.000000
1756645489302,0.000000,3.177111,0.000000,0.000000,2.378493,0.000000,0.000000,0.000000,0.000000
1756645489315,0.000000,3.207865,0.000000,0.000000,2.214993,0.000000,0.000000,0.000000,0.000000
1756645489319,0.000000,3.216431,0.000000,0.000000,2.214993,0.000000,0.000000,0.000000,0.000000
1756645489332,0.000000,3.243544,0.000000,0.000000,2.051493,0.000000,0.000000,0.000000,0.000000
1756645489335,0.000000,3.251158,0.000000,0.000000,2.051493,0.000000,0.000000,0.000000,0.000000
1756645489348,0.000000,3.276506,0.000000,0.000000,1.887993,0.000000,0.000000,0.000000,0.000000
1756645489351,0.000000,3.282197,0.000000,0.000000,1.887993,0.000000,0.000000,0.000000,0.000000
1756645489365,0.000000,3.306635,0.000000,0.000000,1.724493,0.000000,0.000000,0.000000,0.000000
1756645489368,0.000000,3.312516,0.000000,0.000000,1.724493,0.000000,0.000000,0.000000,0.000000
1756645489382,0.000000,3.334071,0.000000,0.000000,1.560993,0.000000,0.000000,0.000000,0.000000
1756645489385,0.000000,3.339833,0.000000,0.000000,1.560993,0.000000,0.000000,0.000000,0.000000
1756645489398,0.000000,3.358825,0.000000,0.000000,1.397493,0.000000,0.000000,0.000000,0.000000
1756645489426,0.000000,3.398701,0.000000,0.000000,1.570493,0.000000,0.000000,15.000000,0.000000
1756645489432,0.000000,3.408130,0.000000,0.000000,1.570493,0.000000,0.000000,15.000000,0.000000
1756645489448,0.000000,3.435238,0.000000,0.000000,1.656993,0.000000,0.000000,15.000000,0.000000
1756645489465,0.000000,3.463409,0.000000,0.000000,1.743493,0.000000,0.000000,15.000000,0.000000
1756645489469,0.000000,3.469774,0.000000,0.000000,1.743493,0.000000,0.000000,15.000000,0.000000
1756645489482,0.000000,3.493114,0.000000,0.000000,1.829993,0.000000,0.000000,15.000000,0.000000
1756645489485,0.000000,3.499213,0.000000,0.000000,1.829993,0.000000,0.000000,15.000000,0.000000
1756645489498,0.000000,3.524200,0.000000,0.000000,1.916493,0.000000,0.000000,15.000000,0.000000
1756645489515,0.000000,3.556865,0.000000,0.000000,2.002993,0.000000,0.000000,15.000000,0.000000
1756645489532,0.000000,3.590873,0.000000,0.000000,2.089493,0.000000,0.000000,15.000000,0.000000
1756645489548,0.000000,3.626367,0.000000,0.000000,2.175993,0.000000,0.000000,15.000000,0.000000
1756645489565,0.000000,3.663203,0.000000,0.000000,2.262493,0.000000,0.000000,15.000000,0.000000
1756645489582,0.000000,3.701793,0.000000,0.000000,2.348993,0.000000,0.000000,15.000000,0.000000
1756645489598,0.000000,3.741555,0.000000,0.000000,2.435493,0.000000,0.000000,15.000000,0.000000
1756645489602,0.000000,3.750595,0.000000,0.000000,2.435493,0.000000,0.000000,15.000000,0.000000
1756645489615,0.000000,3.782776,0.000000,0.000000,2.521993,0.000000,0.000000,15.000000,0.000000
1756645489618,0.000000,3.789758,0.000000,0.000000,2.521993,0.000000,0.000000,15.000000,0.000000
1756645489632,0.000000,3.825395,0.000000,0.000000,2.608493,0.000000,0.000000,15.000000,0.000000
1756645489635,0.000000,3.834101,0.000000,0.000000,2.608493,0.000000,0.000000,15.000000,0.000000
1756645489648,0.000000,3.869607,0.000000,0.000000,2.694993,0.000000,0.000000,15.000000,0.000000
1756645489651,0.000000,3.878172,0.000000,0.000000,2.694993,0.000000,0.000000,15.000000,0.000000
1756645489665,0.000000,3.915162,0.000000,0.000000,2.781492,0.000000,0.000000,15.000000,0.000000
1756645489668,0.000000,3.923724,0.000000,0.000000,2.781492,0.000000,0.000000,15.000000,0.000000
1756645489682,0.000000,3.962193,0.000000,0.000000,2.867992,0.000000,0.000000,15.000000,0.000000
1756645489685,0.000000,3.971511,0.000000,0.000000,2.867992,0.000000,0.000000,15.000000,0.000000
1756645489698,0.000000,4.010662,0.000000,0.000000,2.954492,0.000000,0.000000,15.000000,0.000000
1756645489702,0.000000,4.021629,0.000000,0.000000,2.954492,0.000000,0.000000,15.000000,0.000000
1756645489715,0.000000,4.060577,0.000000,0.000000,3.040992,0.000000,0.000000,15.000000,0.000000
1756645489718,0.000000,4.071082,0.000000,0.000000,3.040992,0.000000,0.000000,15.000000,0.000000
1756645489732,0.000000,4.111925,0.000000,0.000000,3.127492,0.000000,0.000000,15.000000,0.000000
1756645489735,0.000000,4.121373,0.000000,0.000000,3.127492,0.000000,0.000000,15.000000,0.000000
1756645489748,0.000000,4.164805,0.000000,0.000000,3.213992,0.000000,0.000000,15.000000,0.000000
1756645489752,0.000000,4.176401,0.000000,0.000000,3.213992,0.000000,0.000000,15.000000,0.000000
1756645489767,0.000000,4.224353,0.000000,0.000000,3.300492,0.000000,0.000000,15.000000,0.000000
1756645489768,0.000000,4.229233,0.000000,0.000000,3.300492,0.000000,0.000000,15.000000,0.000000
1756645489782,0.000000,4.274844,0.000000,0.000000,3.386992,0.000000,0.000000,15.000000,0.000000
1756645489786,0.000000,4.287673,0.000000,0.000000,3.386992,0.000000,0.000000,15.000000,0.000000
1756645489798,0.000000,4.331690,0.000000,0.000000,3.473492,0.000000,0.000000,15.000000,0.000000
1756645489802,0.000000,4.343923,0.000000,0.000000,3.473492,0.000000,0.000000,15.000000,0.000000
1756645489815,0.000000,4.390130,0.000000,0.000000,3.559992,0.000000,0.000000,15.000000,0.000000
